author,title,volumeEdition,year,journalConference
Dongkyu Lee,Efficient Partitioning of On-Cloud Remote Executable Code and On-Chip Software for Complex-Connected IoT.,BigComp-2019,2019,BigComp
Hyun-Young Lee,Word Embedding Method of SMS Messages for Spam Message Filtering.,BigComp-2019,2019,BigComp
Jangsoo Lee,A Smart Device Using Low-Cost Sensors to Detect Earthquakes.,BigComp-2019,2019,BigComp
Jun Lee,Force Arrow 2 - A Novel Pseudo-Haptic Interface for Weight Perception in Lifting Virtual Objects.,BigComp-2019,2019,BigComp
Young-Jun Lee,Word-Level Emotion Embedding Based on Semi-Supervised Learning for Emotional Classification in Dialogue.,BigComp-2019,2019,BigComp
Minho Lee,Introspection of Virtual Machine Memory Resource in the Virtualized Systems.,BigComp-2019,2019,BigComp
Junze Li,Detecting Basic Level Categories by Term Weighting and Feature Entropy.,BigComp-2019,2019,BigComp
Chae-Gyun Lim,Korean Time Information Analysis of Hierarchical Annotation Rules from Natural Language Text.,BigComp-2019,2019,BigComp
Zimao Liu,Unsupervised Method for Discovering Expert Traders on Social Trading Services.,BigComp-2019,2019,BigComp
Jianquan Liu,P-Index - A Novel Index Based on Prime Factorization for Similarity Search.,BigComp-2019,2019,BigComp
Yuching Lu,Earthquake Aftershock Prediction Based Solely on Seismograph Data.,BigComp-2019,2019,BigComp
Artem Lutov,Accuracy Evaluation of Overlapping and Multi-Resolution Clustering Algorithms on Large Datasets.,BigComp-2019,2019,BigComp
Masaki Matsubara,A Route Search System Considering Urgency and Efficient Coverage Without Complete Information.,BigComp-2019,2019,BigComp
Keiichi Mizuka,A Behavioral Facilitation Tweet Detection Method.,BigComp-2019,2019,BigComp
Faith W. Mutinda,Time Series Link Prediction Using NMF.,BigComp-2019,2019,BigComp
Kotaro Nakano,Effect of Data Representation Method for Effective Mining of Time Series Data.,BigComp-2019,2019,BigComp
Takumi Nishina,A Skipping FP-Tree for Incrementally Intersecting Closed Itemsets in On-Line Stream Mining.,BigComp-2019,2019,BigComp
Kyo-Joong Oh,Question Understanding Based on Sentence Embedding on Dialog Systems for Banking Service.,BigComp-2019,2019,BigComp
Chang-song Oh,Hardware Acceleration Technology for Deep-Learning in Autonomous Vehicles.,BigComp-2019,2019,BigComp
Shashi Raj Pandey,A Downlink Resource Scheduling Strategy for URLLC Traffic.,BigComp-2019,2019,BigComp
Kyeong-sik Park,Roadway Image Preprocessing for Deep Learning-Based Driving Scene Understanding.,BigComp-2019,2019,BigComp
Cheon-Wum Park,Modified VS3-NET for Reading Comprehension and Question Answering with No-Answers.,BigComp-2019,2019,BigComp
Hyebin Park,A Markov-Based Prediction Algorithm for User Mobility at Heterogeneous Cloud Radio Access Network.,BigComp-2019,2019,BigComp
Jungeun Park,PESSN - Precision Enhancement Method for Semantic Segmentation Network.,BigComp-2019,2019,BigComp
João Pereira,Learning Representations from Healthcare Time Series Data for Unsupervised Anomaly Detection.,BigComp-2019,2019,BigComp
Aida Mehdipour Pirbazari,Evaluating Feature Selection Methods for Short-Term Load Forecasting.,BigComp-2019,2019,BigComp
Ahmed Ramzy,Calculation of Average Road Speed Based on Car-to-Car Messaging.,BigComp-2019,2019,BigComp
Kazuto Sasai,Collaboration Mechanism Between Human Administrators and Agent-Oriented Network Management Systems.,BigComp-2019,2019,BigComp
Daisuke Sato,People Flow Prediction by Multi-Agent Simulator.,BigComp-2019,2019,BigComp
Soonshin Seo,Environmental Noise Robustness for Korean Fricatives Using Speech Enhancement Generative Adversarial Networks.,BigComp-2019,2019,BigComp
Haoyuan Sha,Voltage Sag Classification Based on PDT-SVM.,BigComp-2019,2019,BigComp
Bilong Shen,Roo - Route Planning Algorithm for Ride Sharing Systems on Large-Scale Road Networks.,BigComp-2019,2019,BigComp
Jing Song,Identification of Possible Common Causes by Intrinsic Dimension Estimation.,BigComp-2019,2019,BigComp
Kento Sugiura,Regular Expression Pattern Matching with Sliding Windows cover Probabilistic Event Streams.,BigComp-2019,2019,BigComp
Zhouyi Sun,Magic Cube Bloom Filter - Answering Membership Queries for Multiple Sets.,BigComp-2019,2019,BigComp
Hanseung Sung,LESS - Logging Exploiting SnapShot.,BigComp-2019,2019,BigComp
Katsurou Takahashi,Transitivity of Transformation Matrices to Bridge Word Vector Spaces Over Time.,BigComp-2019,2019,BigComp
Tomoumi Takase,Evaluation of Stratified Validation in Neural Network Training with Imbalanced Data.,BigComp-2019,2019,BigComp
Yusuke Tanimura,Proactive Service Management in Disaster Recovery Phase with Non-Destructive Benchmarking Technique.,BigComp-2019,2019,BigComp
Eric K. Tokuda,Quantifying the Presence of Graffiti in Urban Environments.,BigComp-2019,2019,BigComp
Wai Nwe Tun,Open-Source Tool of Vector Map for Path Planning in Autoware Autonomous Driving Software.,BigComp-2019,2019,BigComp
John Violos,Predicting Visitor Distribution for Large Events in Smart Cities.,BigComp-2019,2019,BigComp
The H. Vu,Low-Latency K-Means Based Multicast Routing Algorithm and Architecture for Three Dimensional Spiking Neuromorphic Chips.,BigComp-2019,2019,BigComp
Qianwen Wang,Deep Neural Architectures for Joint Named Entity Recognition and Disambiguation.,BigComp-2019,2019,BigComp
Mu-Fan Wang,SPENT - A Successive POI Recommendation Method Using Similarity-Based POI Embedding and Recurrent Neural Network with Temporal Influence.,BigComp-2019,2019,BigComp
Chen-Shu Wang,Optimized Luminaire Allocation and Configuration with Luminaire Failure Compensation.,BigComp-2019,2019,BigComp
Rong Wang,A Video Surveillance System Based on Permissioned Blockchains and Edge Computing.,BigComp-2019,2019,BigComp
Chiemi Watanabe,Event Venue Navigation for Visually Impaired People.,BigComp-2019,2019,BigComp
Arie Wahyu Wijayanto,Towards Robust Compressed Convolutional Neural Networks.,BigComp-2019,2019,BigComp
Jheng-Long Wu,Patent Quality Classification System Using the Feature Extractor of Deep Recurrent Neural Network.,BigComp-2019,2019,BigComp
Yue Wu,Node Scheduling - A Blockchain-Based Node Selection Approach on Sapiens Chain.,BigComp-2019,2019,BigComp
Sanetoshi Yamada,An Analysis of Tweets Posted During 2018 Western Japan Heavy Rain Disaster.,BigComp-2019,2019,BigComp
Kohei Yamamoto,Hierarchical Topic Models for Expanding Category Hierarchies.,BigComp-2019,2019,BigComp
Chenwei Yan,Neural Network Based Relation Extraction of Enterprises in Credit Risk Management.,BigComp-2019,2019,BigComp
Yuki Yasusaka,Privacy-Preserving Pre-Consensus Protocol for Blockchains.,BigComp-2019,2019,BigComp
Sangho Yeo,Accelerating Deep Reinforcement Learning Using Human Demonstration Data Based on Dual Replay Buffer Management and Online Frame Skipping.,BigComp-2019,2019,BigComp
Pan Yi,An Electricity Load Forecasting Approach Combining DBN-Based Deep Neural Network and NAR Model for the Integrated Energy Systems.,BigComp-2019,2019,BigComp
Makoto Yokoyama,Topic Model-Based Freshness Estimation Towards Diverse Tweet Recommendation.,BigComp-2019,2019,BigComp
So-Hye Yoon,Predictive Query Processing Considering the Movement of Both User and Objects.,BigComp-2019,2019,BigComp
Mu-Hui Yu,CEAM - A Novel Approach Using Cycle Embeddings with Attention Mechanism for Stock Price Prediction.,BigComp-2019,2019,BigComp
Linping Yuan,SpeechLens - A Visual Analytics Approach for Exploring Speech Strategies with Textural and Acoustic Features.,BigComp-2019,2019,BigComp
GuoLiang Yuan,Multi-Source Feature Extraction and Visualization for Driving Behavior Analysis.,BigComp-2019,2019,BigComp
Chit Wutyee Zaw,Cost and Latency Tradeoff in Mobile Edge Computing - A Distributed Game Approach.,BigComp-2019,2019,BigComp
Weining Zhang,Combining Outlier Detection and Reconstruction Error Minimization for Label Noise Reduction.,BigComp-2019,2019,BigComp
Pengya Zhao,Network-Based Feature Extraction Method for Fraud Detection via Label Propagation.,BigComp-2019,2019,BigComp
Zhuoyue Zhao,InferSpark - Statistical Inference at Scale.,BigComp-2019,2019,BigComp
Yirong Zhou,A Method for Analyzing Pick-Up/Drop-Off Distribution of Taxi Passengers' in Urban Areas Based on Dynamical Network View.,BigComp-2019,2019,BigComp
Ke Zhang 0005,Optimization Method of Residual Networks of Residual Networks for Image Classification.,BigComp-2018,2018,BigComp
Abdulrhman M. Alshareef,Article Impact Value for Nearby Citation Network Analysis.,BigComp-2018,2018,BigComp
Aigerim Altayeva,Towards Smart City Platform Intelligence - PI Decoupling Math Model for Temperature and Humidity Control.,BigComp-2018,2018,BigComp
Yichao Ao,Distributed H 2 /H infinity Consensus Control and Iterative Approach for Multi-agent Systems with Directed Graph.,BigComp-2018,2018,BigComp
Xiaojuan Ban,Quality Traceability of Converter Steelmaking Based on Adaptive Feature Selection and Multiple Linear Regression.,BigComp-2018,2018,BigComp
Kyoungsoo Bok,Load Balancing with Load Threshold Adjustment in Structured P2P.,BigComp-2018,2018,BigComp
David Cecchini,Chinese News Classification.,BigComp-2018,2018,BigComp
Hanqing Chao,Population Density-Based Hospital Recommendation with Mobile LBS Big Data.,BigComp-2018,2018,BigComp
Jérémy Charlier,Non-negative Paratuck2 Tensor Decomposition Combined to LSTM Network for Smart Contracts Profiling.,BigComp-2018,2018,BigComp
Qingqing Chen,Understanding Travel Patterns of Tourists from Mobile Phone Data - A Case Study in Hainan.,BigComp-2018,2018,BigComp
Zhuo Chen,XGBoost Classifier for DDoS Attack Detection and Analysis in SDN-Based Cloud.,BigComp-2018,2018,BigComp
Lijun Chen,Static Correlative Filter Based Convolutional Neural Network for Visual Question Answering.,BigComp-2018,2018,BigComp
Sen Chen,Longitudinal Sparse Regression for Neuroimage Based Consciousness Assessing and Tracking of Hydrocephalus Patients.,BigComp-2018,2018,BigComp
Yafeng Chen,Research on Real-Time Prediction of Large Scale Datasets Based on Feature Vectors and Fuzzy Parameter Self-tuning SVR Algorithm.,BigComp-2018,2018,BigComp
Hyojin Chin,Explicit Content Detection in Music Lyrics Using Machine Learning.,BigComp-2018,2018,BigComp
Wonhyeong Cho,A Storm-Based Sampling System for Multi-source Stream Environment.,BigComp-2018,2018,BigComp
In-Ho Choi,Deep Manifold Embedding Active Shape Model for Pose Invarient Face Tracking.,BigComp-2018,2018,BigComp
Sejin Chun,Knowledge Graph Modeling for Semantic Integration of Energy Services.,BigComp-2018,2018,BigComp
Nanjie Deng,A Novel Data Dependent Similarity Measure Algorithm Based on Attribute Selection.,BigComp-2018,2018,BigComp
Haizhou Du,MMDBC - Density-Based Clustering Algorithm for Mixed Attributes and Multi-dimension Data.,BigComp-2018,2018,BigComp
Zhipeng Gao,MR-Mafia - Parallel Subspace Clustering Algorithm Based on MapReduce for Large Multi-dimensional Datasets.,BigComp-2018,2018,BigComp
BoYu Gao,Artificial Landmarks to Facilitate Spatial Learning and Recalling for Curved Visual Wall Layout in Virtual Reality.,BigComp-2018,2018,BigComp
Zhen Gao,Research on Automated Modeling Algorithm Using Association Rules for Traffic Accidents.,BigComp-2018,2018,BigComp
Mengyu Gao,A QoE Estimation Model Considering Video Popularity for Video Streaming Services.,BigComp-2018,2018,BigComp
Junzhi Gong,SSS - An Accurate and Fast Algorithm for Finding Top-k Hot Items in Data Streams.,BigComp-2018,2018,BigComp
Xiangyang Gou,Single Hash - Use One Hash Function to Build Faster Hash Based Data Structures.,BigComp-2018,2018,BigComp
Xue Guo,Development of Stock Correlation Network Models Using Maximum Likelihood Method and Stock Big Data.,BigComp-2018,2018,BigComp
Tae Wook Ha,Efficient Searching of Subhypergraph Isomorphism in Hypergraph Databases.,BigComp-2018,2018,BigComp
Seung-Ho Han,Sensor-Based Mobile Robot Navigation via Deep Reinforcement Learning.,BigComp-2018,2018,BigComp
Donghyoung Han,SciDFS - An In-Situ Processing System for Scientific Array Data Based on Distributed File System.,BigComp-2018,2018,BigComp
Boda Han,A Map Matching Algorithm for Complex Road Conditions Based on Base Station Data.,BigComp-2018,2018,BigComp
Yu Hu,Sequence Translating Model Using Deep Neural Block Cascade Network - Taking Protein Secondary Structure Prediction as an Example.,BigComp-2018,2018,BigComp
Kenta Iwasaki,Estimating the Clustering Coefficient of a Social Network by a Non-backtracking Random Walk.,BigComp-2018,2018,BigComp
Young-Seob Jeong,Pseudo Random Number Generation Using LSTMs and Irrational Numbers.,BigComp-2018,2018,BigComp
Hyeok-June Jeong,Image Preprocessing for Efficient Training of YOLO Deep Learning Networks.,BigComp-2018,2018,BigComp
Xiaoyu Jin,An Evaluation Mechanism Based on HDFS in Unstable Network Environment.,BigComp-2018,2018,BigComp
Joolekha Bibi Joolee,Video Retrieval Based on Image Queries Using THOG for Augmented Reality Environments.,BigComp-2018,2018,BigComp
Sunghoon Jung,Hybrid Indexing Consisting of TPR*-Tree and Hash Map for Real-Time Update and Query of Tactical Moving Objects.,BigComp-2018,2018,BigComp
Hyeok-june Jung,Formal Modeling and Verification of Serial Communication for Autonomous Vehicles.,BigComp-2018,2018,BigComp
Donghyun Kang,iDiscard - Enhanced Discard() Scheme for Flash Storage Devices.,BigComp-2018,2018,BigComp
Myung Yun Kang,Sense Space for Word Sense Disambiguation.,BigComp-2018,2018,BigComp
Mohammad Azam Khan,Intelligent Fault Detection via Dilated Convolutional Neural Networks.,BigComp-2018,2018,BigComp
Jisun Kim,Accelerating Storage Performance with NVRAM by Considering Application's I/O Characteristics.,BigComp-2018,2018,BigComp
Jaewoo Kim,Detecting Multiclass Emotions from Labeled Movie Scripts.,BigComp-2018,2018,BigComp
Yongsung Kim,Semantic Enrichment of Twitter News for Differentiated STEAM Education.,BigComp-2018,2018,BigComp
Minkyoung Kim,Dialogue Act Classification Model Based on Deep Neural Networks for a Natural Language Interface to Databases in Korean.,BigComp-2018,2018,BigComp
Hyeong-Jin Kim,Hardware Transactional Memory Based on Abort Prediction and Adaptive Retry Policy for Multi-Core In-Memory Databases.,BigComp-2018,2018,BigComp
Jinwoo Kim,MOD - Multi-camera Based Local Position Estimation for Moving Objects Detection.,BigComp-2018,2018,BigComp
So Hyeon Kim,GAN-Based One-Class Classification for Personalized Image Retrieval.,BigComp-2018,2018,BigComp
Jangkyum Kim,Energy Operation System Using Uncertain Electric Data in Korean Tariff System.,BigComp-2018,2018,BigComp
Hongyeon Kim,An Efficient Triangle Enumeration on Parallel and Distributed Frameworks.,BigComp-2018,2018,BigComp
Cheol-Jin Kim,Correlation Analysis Between Vehicular Traffic and PM Using Sensor Big Data.,BigComp-2018,2018,BigComp
Minkyung Kim,Dynamics of Electricity Consumers for Classifying Power Consumption Data Using PCA.,BigComp-2018,2018,BigComp
GeunYoung Kim,A Study on Utilization of Blockchain for Electricity Trading in Microgrid.,BigComp-2018,2018,BigComp
Svetlana Kim,Fusion Sentimental Analysis in Self-Growth Broadcasting.,BigComp-2018,2018,BigComp
Jung-Gu Kim,Road and Lane Detection Using Stereo Camera.,BigComp-2018,2018,BigComp
ByungSoo Ko,Finding a News Article Related to Posts in Social Media - The Need to Consider Emotion as a Feature.,BigComp-2018,2018,BigComp
Yongbon Koo,OpenCL-Darknet - An OpenCL Implementation for Object Detection.,BigComp-2018,2018,BigComp
Tai-Yeon Ku,Energy Peak Reduction Mechanism with Prediction of Demand and PV Generation on Big Data.,BigComp-2018,2018,BigComp
Sicong Kuang,Class-Specific Word Embedding through Linear Compositionality.,BigComp-2018,2018,BigComp
Sicong Kuang,Numeric-Attribute-Powered Sentence Embedding.,BigComp-2018,2018,BigComp
Dongkun Lee,Text to Game Characterization - A Starting Point for Generative Adversarial Video Composition.,BigComp-2018,2018,BigComp
Jiwan Lee,Optimal Index Partitioning of Main-Memory Based TPR*-Tree for Real-Time Tactical Moving Objects.,BigComp-2018,2018,BigComp
Seong-Ho Lee,Predicting Emotion in Movie Scripts Using Deep Learning.,BigComp-2018,2018,BigComp
Gyul Lee,Time-Synchronized Measurements and Applications for Monitoring of Intelligent Electric Power Systems.,BigComp-2018,2018,BigComp
Chanhee Lee,Fault Tolerance for Software-Defined Networking in Smart Grid.,BigComp-2018,2018,BigComp
Miran Lee,Classification of Both Seizure and Non-Seizure Based on EEG Signals Using Hidden Markov Model.,BigComp-2018,2018,BigComp
Zhun Li,Pseudo-Labeling Using Gaussian Process for Semi-Supervised Deep Learning.,BigComp-2018,2018,BigComp
Ernan Li,Ensemble Clustering Using Maximum Relative Density Path.,BigComp-2018,2018,BigComp
Haisheng Li 0002,Visual Analysis of Spatio-Temporal Distribution and Retweet Relation in Weibo Event.,BigComp-2018,2018,BigComp
Haisheng Li 0002,Scale-Invariant Wave Kernel Signature for Non-Rigid 3D Shape Retrieval.,BigComp-2018,2018,BigComp
Ning Li,Convolutional Neural Network with SDP-Based Attention for Relation Classification.,BigComp-2018,2018,BigComp
